disasterNumber,state,county,city,zipCode,validRegistrations,averageFemaInspectedDamage,totalInspected,totalDamage,noFemaInspectedDamage,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,id
1484,OH,Summit (County),SAGAMORE HILLS,44067,4,1907.98,4,7631.91,1,3,0,0,0,2,5602.07,5602.07,0,0,1,1,0,0,1eab7a12-e417-4f64-b6e2-c0e9d95f94d1
1484,OH,Summit (County),SILVER LAKE,44224,48,3191.45,46,153189.41,1,42,2,1,0,35,71372.74,68673.04,0,2699.7,29,6,0,0,0073946d-03d1-4534-afe9-323ff9255e8f
1484,OH,Summit (County),STOW,44224,328,4005.57,307,1313826.72,13,267,25,0,2,223,625691.96,540386.71,16400,68905.25,146,73,4,0,fb853dcd-7a29-4dd5-988a-d957b2db0351
1484,OH,Summit (County),TALLMADGE,44278,17,1707.45,17,29026.57,3,14,0,0,0,8,16578.18,14954.84,0,1623.34,6,2,0,0,c13ac2c2-402c-4cd9-8a34-99df85d84f60
1484,OH,Summit (County),TWINSBURG,44087,65,1798.31,58,116890.47,3,53,2,0,0,39,82929.36,44583.27,11365,26981.09,33,5,1,0,3b78b35a-821f-4a0a-a5d3-d926a9566289
1484,OH,Summit (County),UNIONTOWN,44685,15,2316.26,15,34743.87,0,15,0,0,0,13,27110.8,23049.66,1642,2419.14,12,1,0,0,2657ce6a-1de9-4a4c-a15c-e067f63bc035
1484,OH,Trumbull (County),BRACEVILLE,44430,1,5703.1,1,5703.1,0,1,0,0,0,1,5257.7,3923.7,1334,0,0,1,0,0,366bbc02-4526-4579-ae06-b0d70056888d
1484,OH,Trumbull (County),BRISTOLVILLE,44402,17,2405.07,17,40886.14,0,17,0,0,0,13,25160.55,22919.87,1334,906.68,10,3,0,0,f93b57b2-98cc-4be8-ab4f-b7f3d9a0f5c1
1484,OH,Trumbull (County),BROOKFIELD,44403,28,1824.04,27,51073.12,2,25,0,0,0,13,28548.99,20691.24,0,7857.75,10,3,0,0,24b588f0-c5bc-46ca-9831-c199393e8cb3
1484,OH,Trumbull (County),BURGHILL,44404,1,6304.01,1,6304.01,0,1,0,0,0,1,6943.55,2846.19,848,3249.36,0,1,0,0,4dd4f0d3-f247-4038-986c-1e331080d302
1484,OH,Trumbull (County),CHAMPION,44483,1,4109.8,1,4109.8,0,1,0,0,0,1,5627.8,3166.3,1518,943.5,0,1,0,0,30089c80-5d10-416d-88be-19bfe1c5c21d
1484,OH,Trumbull (County),CORTLAND,44410,56,2563.39,49,143549.9,0,47,2,0,0,41,101470.71,77056.75,8854,15559.96,31,9,1,0,0389dcee-a0bf-41b8-a65e-074c49ff9fbb
1484,OH,Trumbull (County),FARMDALE,44417,4,1895.2,4,7580.81,0,4,0,0,0,3,3979.37,3588.27,0,391.1,3,0,0,0,629a9fa7-8479-4cee-8b8c-d70bb7d7d49b
1484,OH,Trumbull (County),FOWLER,44418,6,1811.19,6,10867.11,0,6,0,0,0,5,5983.95,3865.39,0,2118.56,5,0,0,0,b7f1deeb-ccfd-432c-b805-60891faac94b
1484,OH,Trumbull (County),GIRARD,44420,524,2468.79,465,1293647.99,15,435,14,1,0,383,817657.35,693886.69,20430,103340.66,301,79,3,0,58f9d034-8e55-4081-8a27-0e09af4300f3
1484,OH,Trumbull (County),HARTFORD,44424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b2f373d6-03cc-42c2-901e-f58129f35f78
1484,OH,Trumbull (County),HOWLAND,44484,5,3974.49,5,19872.44,0,5,0,0,0,5,14031.54,13183.54,848,0,2,3,0,0,3533d165-5721-4b3e-be68-2a91f042f1f8
1484,OH,Trumbull (County),HUBBARD,44425,387,2007.17,339,776775.8,13,323,3,0,0,255,535716.54,476964.08,4351,54401.46,206,47,2,0,9a5dc1e8-5d1f-433c-8bb9-0800bfd161d0
1484,OH,Trumbull (County),KINSMAN,44428,5,2079.16,5,10395.8,1,4,0,0,0,4,7948.2,5770.18,848,1330.02,3,1,0,0,fb6c3b82-ace8-428d-9d17-b7d580be08e4
1484,OH,Trumbull (County),LEAVITTSBURG,44430,204,5611.7,194,1144786.28,4,155,26,7,2,162,531719.48,329227.29,54203,148289.19,98,53,11,0,9add74ba-0dfa-4b24-a5df-a6d56d8e90b7
1484,OH,Trumbull (County),LIBERTY,44420,1,685.99,1,685.99,0,1,0,0,0,1,685.99,685.99,0,0,1,0,0,0,b88c4372-559e-48e4-8c52-2835508ff566
1484,OH,Trumbull (County),LIBERTY,44505,1,1097.72,1,1097.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,cd35039c-f74e-46e8-80b5-c974a4b7ba10
1484,OH,Trumbull (County),LIBERTY TOWNSHIP,44420,1,3692.04,1,3692.04,0,1,0,0,0,1,3692.04,3692.04,0,0,0,1,0,0,77179795-6974-4321-b449-ec1f9b8d431e
1484,OH,Trumbull (County),LIBERTY TOWNSHIP,44505,3,1814.18,3,5442.54,0,3,0,0,0,3,4448.35,4329.72,0,118.63,3,0,0,0,cfb10369-ed4f-464b-a489-b88fae1d20c8
1484,OH,Trumbull (County),LIBERTY TOWN SHIP,44505,1,7382.69,1,7382.69,0,1,0,0,0,1,5000,5000,0,0,0,1,0,0,7ef0134a-afca-403a-8233-17a44b730cc7
1484,OH,Trumbull (County),LORDSTOWN,44481,4,2185.45,4,8741.81,1,3,0,0,0,2,5782.45,5782.45,0,0,2,0,0,0,96383015-5ea6-41ba-b3e6-53cae1d98964
1484,OH,Trumbull (County),MASURY,44438,90,2457.25,87,221152.35,3,82,2,0,0,71,153978.51,135087.12,2124,16767.39,58,12,1,0,41aafe23-af4a-4a7c-af7f-0030601929c5
1484,OH,Trumbull (County),MC DONALD,44437,168,2937.65,157,493524.9,1,153,3,0,0,135,263863.58,215262.24,7930,40671.34,113,22,0,0,e61bf7c4-1fc7-45ef-afd6-0af861d368d0
1484,OH,Trumbull (County),MIDDLEFIELD,44062,1,3209.74,1,3209.74,0,1,0,0,0,1,2430.58,2430.58,0,0,1,0,0,0,47edd3a9-8a8f-407d-9208-d83e03fa8a8c
1484,OH,Trumbull (County),MINERAL RIDGE,44440,44,2507.44,42,110327.45,0,41,1,0,0,38,72465.04,66283.04,0,6182,31,7,0,0,f6ee0e4a-7a8d-42d1-8630-5763e7f4649a
1484,OH,Trumbull (County),NEWTON FALLS,44444,110,2208.36,98,242920.01,3,94,1,0,0,73,151364.05,119038.75,19600,12725.3,59,14,0,0,f606cf81-3a1c-4383-acaf-78a5e72d084e
1484,OH,Trumbull (County),NILES,44446,449,2411.14,424,1082602.01,9,405,8,2,0,324,631326.56,512600.18,17124,100611.52,270,52,2,0,3c7fb12c-10a8-4aea-9509-670b3f11139f
1484,OH,Trumbull (County),NORTH BLOOMFIELD,44450,8,1749.25,7,13994.02,1,6,0,0,0,4,11695.3,8229.62,848,2617.68,3,1,0,0,82097aaa-3ef8-4830-93e8-c6768381fccb
1484,OH,Trumbull (County),SOUTHINGTON,44470,29,5279.7,26,153111.43,0,23,2,1,0,22,75513.08,61113.3,7336,7063.78,12,10,0,0,9c8d8999-ebcb-4858-b78c-2b701eda24ed
1484,OH,Trumbull (County),TWINSBURG,44087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c1500d3b-0f79-4d43-97b8-c69eb4591c67
1484,OH,Trumbull (County),VIENNA,44473,36,2007.13,33,72256.56,8,25,0,0,0,23,59471.77,49251.9,4762,5457.87,18,5,0,0,b674a11f-4716-4c2d-b1d4-b0e2c673e06c
1484,OH,Trumbull (County),WARREN,44481,79,2664.54,69,210498.69,2,63,4,0,0,55,129496.8,102766.45,7704,18295.05,43,10,2,0,91d2d495-b5d1-4dca-bdd7-856afccf0286
1484,OH,Trumbull (County),WARREN,44483,417,2247.64,380,937267.52,8,367,5,0,0,300,600735.92,434377.07,28575,137649.97,244,54,2,0,d6044e12-fc99-47a4-a6ad-94f3e4670464
1484,OH,Trumbull (County),WARREN,44484,685,2791.9,620,1912450.86,18,585,17,0,0,494,1131369.98,945232.08,18005,167777,381,109,4,0,aaf0f832-6f9f-43f0-b7fe-362abf56b8e7
1484,OH,Trumbull (County),WARREN,44485,513,2587.35,483,1327310.24,20,452,9,1,1,383,945170.6,677013.16,77496,190661.44,290,87,6,1,345ac333-0699-40c1-a85a-052843e99b80
1484,OH,Trumbull (County),WEATHERSFIELD TOWNSHIP,44437,1,1002.83,1,1002.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7153bdaf-7352-4402-8000-607bdd5e0b60
1484,OH,Trumbull (County),WEST FARMINGTON,44491,17,2748.43,15,46723.37,0,15,0,0,0,12,33751.58,30705.49,0,3046.09,8,4,0,0,5fdc9d2c-9d5c-4b79-87e1-024e7d04f076
1484,OH,Trumbull (County),YOUNGSTOWN,44504,6,4693.52,4,28161.14,0,4,0,0,0,4,23891.23,17344.3,0,6546.93,0,4,0,0,3f50461e-0ce3-46ba-b169-39d50d2b3702
1484,OH,Trumbull (County),YOUNGSTOWN,44505,183,2520.91,174,461326.92,2,168,4,0,0,142,347541.3,268290.32,39067,40183.98,106,35,1,0,64604bcb-f166-453f-9688-6cd7d3febc4d
1599,WY,Campbell (County),GILLETTE,82717,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11293af8-fd06-4aa9-b4c6-10a40ea1596a
1599,WY,Campbell (County),WRIGHT,82732,178,12256.75,127,2181701.63,6,82,2,2,35,46,331080.29,256720.95,12863,61496.34,18,11,17,0,368baef6-8d87-4df6-bc6d-10b7b9f98156
1612,IN,Vanderburgh (County),EVANSVILLE,47710,3,4613.55,3,13840.66,2,0,1,0,0,1,2409.2,1323.2,1086,0,1,0,0,0,c00e66ae-7e5f-4092-b80c-4e799c26d311
1612,IN,Vanderburgh (County),EVANSVILLE,47712,5,1853.38,5,9266.91,1,4,0,0,0,3,4973.91,3493.41,1107,373.5,3,0,0,0,4b723275-77e0-4bcd-af9e-a7bc27ddcdac
1612,IN,Vanderburgh (County),EVANSVILLE,47713,4,315.46,2,1261.84,1,1,0,0,0,1,117.68,117.68,0,0,1,0,0,0,55d3bc29-fc90-4bad-8536-dcd3663a60b8
1612,IN,Vanderburgh (County),EVANSVILLE,47714,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6beaa426-e9cf-4191-9b5f-3c320a0a533b
1612,IN,Vanderburgh (County),EVANSVILLE,47715,229,18156.27,165,4157785.8,11,100,0,0,54,49,334352.72,125240.2,14156,194956.52,26,11,12,3,6dbd7f2a-49aa-404f-8760-469fced47e84
1612,IN,Vanderburgh (County),EVANSVILLE,47720,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5513afff-85e8-4c90-9cb3-9a1c4d8554b0
1612,IN,Vanderburgh (County),NEWBURGH,47630,1,176333.84,1,176333.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,deee4e20-6b8c-4907-abd9-2d4a84c51e40
1612,IN,Warrick (County),BOONVILLE,47601,65,13922.46,38,904960.18,6,22,3,0,7,22,87059.48,45230.2,2728,39101.28,12,6,4,0,29db10bd-4fb1-4677-b988-e24f529b26f7
1612,IN,Warrick (County),EVANSVILLE,47744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d792cfb-bc28-4d67-b50d-344ad49bc72e
1612,IN,Warrick (County),NEWBURGH,47630,554,11692.35,245,6477562.82,38,163,8,0,36,93,143365.01,67099.56,7899,68366.45,86,1,6,1,293f62cd-ec97-4022-bc82-d66c826d47fb
1612,IN,Warrick (County),TENNYSON,47637,6,24990.64,5,149943.82,0,4,0,0,1,1,6118,5400,543,175,0,1,0,0,01a05d7f-1ec2-42b8-addb-30a1181a8ecc
1834,AR,Ashley (County),CROSSETT,71635,27,3601.46,20,97239.55,1,17,0,1,1,11,64525.84,60653.02,2730,1142.82,8,1,2,1,a3ec1466-e948-46bb-a5de-27627d754403
1834,AR,Ashley (County),HAMBURG,71646,15,2434.31,12,36514.65,0,11,0,1,0,3,1771.99,1612,0,159.99,3,0,0,0,a1039975-4e47-4cac-9619-05e5cc641df7
1834,AR,Ashley (County),MONTROSE,71653,1,3788.63,1,3788.63,0,1,0,0,0,1,3788.63,3788.63,0,0,0,1,0,0,992d490f-2a28-4987-89e0-bd05f9d7dd60
1834,AR,Ashley (County),PARKDALE,71661,3,205.35,2,616.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,c7ea78fb-24e8-4b03-8f64-0f5b86252c72
1834,AR,Ashley (County),PORTLAND,71663,1,230.18,1,230.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,428fb22f-ac77-4c03-b06f-b682850461d5
1834,AR,Ashley (County),WILMOT,71676,15,521.87,11,7828.04,0,11,0,0,0,3,1900.35,1900.35,0,0,3,0,0,0,c2150247-22f0-443c-bf11-80ef62ae4aef
1834,AR,Miller (County),DODDRIDGE,71834,15,4127.57,10,61913.6,0,9,0,0,1,5,51638.46,45887.04,3912,1839.42,1,2,2,1,47070e5d-2653-43e1-9ffe-6b7e70c1a3a6
1834,AR,Miller (County),DODDRIGE,71834,1,1496.24,1,1496.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,cca62ff4-37f1-4b68-a7d1-431eb8a2894e
1834,AR,Miller (County),FOUKE,71837,2,1583.53,2,3167.06,0,2,0,0,0,1,4337.93,2410.96,1224,702.97,0,1,0,0,34430265-4b79-448f-8019-1bbb32c83877
1834,AR,Miller (County),TEXARKANA,71854,23,567.44,19,13051.15,4,15,0,0,0,8,14087.45,8010.98,2218,3858.47,6,2,0,0,9475b87c-2b27-4691-8199-bb132ce82138
1834,AR,Polk (County),COVE,71937,3,27.16,1,81.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1aca9a3b-175d-4ad7-ac3a-25631db56ef0
1834,AR,Polk (County),GRANNIS,71944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b5a2b902-8d9f-4e0b-9c63-c0e7226c24f8
1834,AR,Polk (County),HATFIELD,71945,3,901.94,3,2705.82,0,3,0,0,0,1,1705.14,1705.14,0,0,1,0,0,0,fcab4700-3699-4a4b-890f-c25b90fe7292
1834,AR,Polk (County),MENA,71953,540,6981.35,297,3769929.1,29,205,18,10,35,123,1021806.23,905245.22,51812,63891.3,72,19,32,20,2ad6fefe-eee4-4356-87ce-7f9c640b52f7
1834,AR,Polk (County),WICKES,71973,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,d578e9a3-3655-40eb-9643-e140df258249
1834,AR,Sevier (County),DEQUEEN,71832,2,152.92,1,305.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80c31692-8555-4cfa-ba27-558d537e000c
1834,AR,Sevier (County),DE QUEEN,71832,32,19176.09,22,613634.86,1,6,3,1,11,18,392629.03,365526.6,14944,12158.43,3,2,13,11,5d52e683-e09c-4799-bdfe-45dc40e8b748
1834,AR,Sevier (County),LOCKESBURG,71846,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,a2f90845-1bd5-4e4c-9779-7698848ceabc
1994,MA,Hampden (County),AGAWAM,01001,9,627.57,3,5648.15,0,3,0,0,0,2,5177.95,3255.25,1398,524.7,1,1,0,0,b797c17f-25ae-4866-abc9-636f85d42956
1994,MA,Hampden (County),BRIMFIELD,01010,220,6886.84,68,1515104.08,1,29,0,31,7,49,808821.05,711848.12,60284,36688.93,18,4,27,9,6cf4822a-0dc8-49d6-a011-c98426b12366
1994,MA,Hampden (County),CHICOPEE,01013,5,0,1,0,1,0,0,0,0,1,8250,0,0,8250,0,1,0,0,264852bd-e7eb-4d78-ab8d-b185a5d50f4d
1994,MA,Hampden (County),CHICOPEE,01020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,023b5e91-4332-4666-824c-7ce73784a200
1994,MA,Hampden (County),EAST LONGMEADOW,01028,24,50.94,1,1222.46,0,1,0,0,0,1,1422.45,833.46,0,588.99,1,0,0,0,0b1da653-9b74-4acb-9da2-72322c1c4aa4
1994,MA,Hampden (County),EAST LONGMEADOW,01118,1,5806.62,1,5806.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51f275c0-53b6-4121-8041-4fc9c21f8824
1994,MA,Hampden (County),FEEDING HILLS,01030,19,449.17,3,8534.21,0,3,0,0,0,2,2548.71,1397.46,0,1151.25,2,0,0,0,ea09aea9-d5ad-4d82-bc12-376498a668d9
1994,MA,Hampden (County),HAMPDEN,01036,13,404.66,3,5260.63,1,2,0,0,0,1,156.5,156.5,0,0,1,0,0,0,2771a6c4-b85f-4995-a0c0-d1491232fbe6
1994,MA,Hampden (County),HOLLAND,01521,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,e0b0e43d-3c43-4d75-94d1-85be753c3383
1994,MA,Hampden (County),HOLYOKE,01040,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09a37486-0251-4fcb-a2c1-8fea2a92cb8a
1994,MA,Hampden (County),INDIAN ORCHARD,01151,12,75.91,3,910.9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4a867b20-c41c-46fa-afaf-8e94fc7ab5ee
1994,MA,Hampden (County),LONGMEADOW,01106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99adbd3b-7e04-4423-8733-68b982747240
1994,MA,Hampden (County),LUDLOW,01056,6,192.03,3,1152.18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3b8288d2-6b00-40f8-bf18-887ddc96512c
1994,MA,Hampden (County),MONSON,01057,349,2617.1,71,913369.17,6,56,5,0,4,32,127096.87,97086.01,10076,19934.86,27,0,5,2,00f95812-c83d-4016-9446-242cbbf6e83e
1994,MA,Hampden (County),PALMER,01069,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,e2fb1f0a-fb21-4219-b5e6-a8ebe8c9f605
1994,MA,Hampden (County),SOUTHWICK,01077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553838b4-0ad5-4ff0-96ad-52374514db2c
1994,MA,Hampden (County),SPRINGFIELD,01103,46,0,1,0,1,0,0,0,0,3,7814.9,0,0,7814.9,2,1,0,0,bd9d37f4-59bc-472d-82fa-59352b87f9f9
1994,MA,Hampden (County),SPRINGFIELD,01104,20,312.54,10,6250.89,0,10,0,0,0,4,2327.73,1250.61,0,1077.12,4,0,0,0,51de76ad-916c-4602-be24-9c982ea2954a
1994,MA,Hampden (County),SPRINGFIELD,01105,309,2509.39,81,775400.8,4,69,4,0,4,26,187688.09,159862.39,24483,3342.7,15,6,5,4,c3b88cca-d37c-47b1-86e3-a5fc4e15ef3e
1994,MA,Hampden (County),SPRINGFIELD,01106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eed1f386-0568-407a-8e68-8ab7313f2955
1994,MA,Hampden (County),SPRINGFIELD,01107,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,c336fe33-211e-4e73-b51d-7274c4902a40
1994,MA,Hampden (County),SPRINGFIELD,01108,135,414.71,48,55986.07,7,41,0,0,0,10,22869.9,17015.09,4842,1012.81,8,1,1,0,d79d6d3e-e36d-4096-86e9-2d5cbab70b9f
1994,MA,Hampden (County),SPRINGFIELD,01109,203,568.98,62,115502.18,5,56,1,0,0,22,42043.91,28670.57,10534,2839.34,19,3,0,0,30cc98ab-f1ca-4b07-845b-dab11c9a7de0
1994,MA,Hampden (County),SPRINGFIELD,01118,744,1072.21,152,797726.55,7,135,5,2,3,40,111277.47,66097.75,25002,19705.6,31,7,2,1,50b9ce36-2789-4cff-a95d-ad66ec2d61e2
1994,MA,Hampden (County),SPRINGFIELD,01119,75,215.09,13,16131.39,2,11,0,0,0,6,3480.95,2938.47,0,542.48,6,0,0,0,f0873872-2cf2-4fe3-b496-616c30660a03
1994,MA,Hampden (County),SPRINGFIELD,01128,36,328.14,6,11813.11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,d0472751-adb4-4b80-9472-937ba76ed318
1994,MA,Hampden (County),SPRINGFIELD,01129,169,495.29,31,83704.18,2,28,1,0,0,8,15870.58,13128.79,1398,1343.79,6,1,1,0,70315bfc-fb97-448e-bce3-32adb3b9292c
1994,MA,Hampden (County),WESTFIELD,01085,90,174.48,13,15703.22,2,11,0,0,0,3,2868.1,2598.12,0,269.98,3,0,0,0,ab189f0f-2e49-43d0-a43d-6d927d485582
1994,MA,Hampden (County),WEST SPRINGFIELD,01089,229,661.32,50,151441.55,2,44,4,0,0,17,92601.03,47995.24,24578,15115.65,11,2,4,0,7a76eb18-0c61-4b22-bfb9-2d3e452b9063
1994,MA,Hampden (County),WILBRAHAM,01095,206,473.12,28,97462.64,3,23,1,0,1,8,7510.71,5115.6,0,2395.11,7,1,0,0,bd39d7f0-79e7-4b57-8afe-123c895f1446
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",AUBURN,01501,2,142.09,2,284.18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1f0d2862-0535-4729-8c37-99b05bc6c3d5
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",BRIMFIELD,01010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b15679aa-d537-4281-8799-d09e46325bdc
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",BROOKFIELD,01506,1,393.42,1,393.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9712c187-7cdb-43ab-8f88-e3fa3daeac0d
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",CHARLTON,01507,11,398.28,2,4381.07,0,2,0,0,0,1,134.99,0,0,134.99,1,0,0,0,9adb34de-77bc-49e9-8c4b-f8aa61002e8f
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",FISKDALE,01518,20,140.3,4,2805.97,1,3,0,0,0,1,1324.36,1324.36,0,0,1,0,0,0,604b3730-cda6-4d33-92d5-fd47d36609af
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",GARDNER,01440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e458ccf7-a608-4c4a-be79-270bb9518788
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",HOLDEN,01520,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2efc8702-2c81-4ae2-9333-a1cf78ae5efc
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",OXFORD,01540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2d337feb-2bd0-433c-b06f-d6468a227a81
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",SAUGUS,01906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66d737c9-4d9f-4040-b1c3-c2ea2bdfb7cb
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",SOUTHBRIDGE,01550,98,1053.59,27,103251.68,5,19,3,0,0,8,14850.21,12366.48,1620,863.73,7,1,0,0,50f7c173-a931-4a0e-a6d9-f418ac608e06
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",SPENCER,01562,2,1054.73,1,2109.45,0,1,0,0,0,1,2109.45,2109.45,0,0,1,0,0,0,0304dfeb-34fb-4c1b-9f35-23d1e43c39d8
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",SPRINGFIELD,01129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e217503e-6097-4b2e-8b36-489d699790fa
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",STURBRIDGE,01566,54,458.59,9,24763.74,0,9,0,0,0,4,6776.58,4283.59,2358,134.99,3,1,0,0,b2d4a198-fe46-475c-bf25-02f182672793
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",WARREN,01083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d6eb1ca9-363d-4085-b9ad-5641037d1cd5
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",WHITINSVILLE,01588,1,2266.68,1,2266.68,0,1,0,0,0,1,271.78,0,0,271.78,1,0,0,0,0e91095d-35a8-4287-8db5-5b4daa191c15
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",WORCESTER,01602,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,073382c3-0411-46f2-abd2-a0753f72b4dd
1994,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",WORCESTER,01604,3,222.74,2,668.22,1,1,0,0,0,1,199.99,0,0,199.99,1,0,0,0,530514a6-80e5-4853-8d80-84f1f75f2637
4117,OK,Canadian (County),CALUMET,73014,3,2049.46,3,6148.38,0,3,0,0,0,0,0,0,0,0,0,0,0,0,feb34729-f83a-4037-b7be-0937c3bd7ea0
4117,OK,Canadian (County),EL RENO,73036,593,2874.26,362,1704434.88,39,287,10,4,22,153,509064,377260.38,81022,50333.13,116,24,13,3,fe9b07ec-81ba-41b2-bec8-738c863094ca
4117,OK,Canadian (County),GEARY,73040,1,1710.7,1,1710.7,0,1,0,0,0,1,1093.22,1093.22,0,0,1,0,0,0,32aa4a7d-7138-4a0c-8557-2c4abae75089
4117,OK,Canadian (County),HINTON,73047,3,1253.54,3,3760.61,0,3,0,0,0,3,5039.13,3543.13,1496,0,3,0,0,0,ed1c767f-dc88-4fb4-9129-a8bd109dcdda
4117,OK,Canadian (County),MUSTANG,73064,125,860.22,47,107527.79,4,41,1,0,1,19,29588.97,10796.77,6290,12502.2,18,0,1,0,f32486f2-3705-45e5-8d10-1be415da53ae
4117,OK,Canadian (County),OKLAHOMA CITY,73111,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,f96c3d1e-9b71-49f7-b23c-41c3d313b332
4117,OK,Canadian (County),OKLAHOMA CITY,73127,2,894.67,2,1789.33,0,2,0,0,0,1,6800,6800,0,0,0,1,0,0,fed5a35b-4a9b-4e5d-bf04-a01e62a40767
4117,OK,Canadian (County),OKLAHOMA CITY,73128,16,161.16,5,2578.5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2c4b6cde-449d-4dee-86b7-778cacc41bb0
4117,OK,Canadian (County),OKLAHOMA CITY,73162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67ffc69e-97e7-4d0c-ad92-787e0d86ad5a
4117,OK,Canadian (County),OKLAHOMA CITY,73179,12,2464.42,6,29573.01,0,4,2,0,0,0,0,0,0,0,0,0,0,0,ee76eda0-0e58-4754-a5b2-f90eb359d1b4
4117,OK,Canadian (County),PIEDMONT,73078,6,6490.96,5,38945.73,0,4,0,0,1,4,40023.27,37305.28,2458,259.99,2,0,2,0,d7b39a7a-6a23-4a70-a849-d63d9a1d3920
4117,OK,Canadian (County),UNION CITY,73090,36,18667.65,23,672035.5,0,18,0,0,5,10,22833.66,16841.23,5040,952.43,8,2,0,0,0bbefb68-7a8f-4e2a-aa53-5d8ec58eeb6f
4117,OK,Canadian (County),YUKON,73099,80,514.27,40,41141.44,6,34,0,0,0,16,35511.19,19947.93,10268.26,5295,14,1,1,0,3e2f5ec6-9f5d-4687-848f-5f1cd521ed79
4117,OK,Cleveland (County),CHOCTAW,73020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c77b1e4d-90b6-4ea4-a9a4-1c3d58bfc47c
4117,OK,Cleveland (County),LEXINGTON,73051,26,790.41,20,20550.76,3,17,0,0,0,7,5586.56,5107.06,0,479.5,7,0,0,0,37426088-7ec9-498b-a52f-8ee4dbc0ce46
