femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh,hash,id
DR-4706-OK,4706,OK,DR,2023-04-24T00:00:00.000Z,2023,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,False,True,2023-04-19T00:00:00.000Z,2023-04-20T00:00:00.000Z,,False,40,027,99027,Cleveland (County),23044,2023-06-23T00:00:00.000Z,2023-05-22T03:41:22.800Z,a2b96bd89ea440c5fa2961babf06511a8fa43e63,4a7e77b6-d5ab-4094-99a8-79172066f9a4
DR-4706-OK,4706,OK,DR,2023-04-24T00:00:00.000Z,2023,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2023-04-19T00:00:00.000Z,2023-04-20T00:00:00.000Z,,False,40,087,99087,McClain (County),23044,2023-06-23T00:00:00.000Z,2023-05-22T03:41:22.800Z,45fd8632371d22b3bdd57496043fa7b8e92c9368,0a01ff9c-a228-4ff7-b950-979735dba876
DR-4706-OK,4706,OK,DR,2023-04-24T00:00:00.000Z,2023,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2023-04-19T00:00:00.000Z,2023-04-20T00:00:00.000Z,,False,40,125,99125,Pottawatomie (County),23044,2023-06-23T00:00:00.000Z,2023-05-22T03:41:22.800Z,d0a2570a6d504ae4297ab23a07710af5a65f6d51,93cb7460-c67b-4c71-9fa0-60541bae64a6
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",False,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,039,99039,Decatur (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,3804065dcfd26fa0a8e0cb808d1bf8a1ea04fbc7,1b7ae183-1726-44b7-bafb-1c95b3dce221
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",False,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,045,99045,Dyer (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,c6856f8aba8c932c99a1c8e4f7aba07794d31f6a,30008315-849b-4143-b322-148b1d9039db
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,False,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,189,99189,Wilson (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,ecf4bfd84a2bd766201747780c8cb1abd1a24eaf,e9cac1c7-ea91-4e4c-9a4b-78c52a155e8b
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,021,99021,Cheatham (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,8dcb56a049c87f903ed80d250da998243b641664,e26f523f-ed75-495e-a7f0-9280233cff54
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,037,99037,Davidson (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,4f39aaa47373499d62f7e3f62bca15de2e80821f,dcc15fa1-60ec-4b72-93d6-dfc6f2380424
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,043,99043,Dickson (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,a4ccc98516845693a482d21a714bf5cf5b22fc3e,2e1c805f-27e4-48f9-a157-aa858b6f1737
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,053,99053,Gibson (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,fb43dad30c2752003d581b041b4836b9665c65b6,393a8924-e444-407f-b574-05e889234b86
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,077,99077,Henderson (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,1ac9f9f567bdc4c0ded407da1f3da402306486f0,7215930c-2069-4ff0-9908-8638a754d852
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,079,99079,Henry (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,19ae85df98c1d3de32f7854127e9a7b395a81c5b,1e093add-2fbe-4521-be7d-f7f16f123b4b
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,095,99095,Lake (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,44eacbeabee7ad3641d695052491c6fdf9e56bfd,ef361c40-ddbe-4488-858e-6c28f4488aa5
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,131,99131,Obion (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,7accd796b6c9eabc5d7876206bb0e05e261f0200,1c6a03c9-8b60-4d97-b9be-c98c20fd23e0
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,161,99161,Stewart (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,7e42eeaa05a6ebfbfa080d78713f9386429d8293,6d739d71-9fdd-4fc9-96d6-cf7e6a4a0915
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,165,99165,Sumner (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,22503a094f76e53f6e2ef28fbb5e180ce3bbc53b,f472e564-eb84-41fb-9f90-31c69c0e0d19
DR-4637-TN,4637,TN,DR,2022-01-14T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,47,183,99183,Weakley (County),21130,2022-03-15T00:00:00.000Z,2023-05-22T03:41:22.800Z,28d06a865db5f833240bce2abd8061b8b845d472,066deb1f-1279-4b59-a0a3-3f96fc040983
DR-4633-AR,4633,AR,DR,2021-12-23T00:00:00.000Z,2022,Tornado,SEVERE STORMS AND TORNADOES,True,False,False,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,05,031,99031,Craighead (County),21128,2022-02-22T00:00:00.000Z,2023-05-22T03:41:22.800Z,c77cec443ce9bb5fbbb9c0396f05fd081cea724f,bf4f6c2d-620f-47f2-8b06-66607ec2cbb5
DR-4633-AR,4633,AR,DR,2021-12-23T00:00:00.000Z,2022,Tornado,SEVERE STORMS AND TORNADOES,True,False,False,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,05,067,99067,Jackson (County),21128,2022-02-22T00:00:00.000Z,2023-05-22T03:41:22.800Z,03b6c573a5ba5b0c63b1483fe7f074a1efcc60dc,e6315be6-3dd2-4b5f-a2c8-566faafe0bdc
DR-4633-AR,4633,AR,DR,2021-12-23T00:00:00.000Z,2022,Tornado,SEVERE STORMS AND TORNADOES,True,False,False,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,05,093,99093,Mississippi (County),21128,2022-02-22T00:00:00.000Z,2023-05-22T03:41:22.800Z,b615ebd74d2af2927cab50de62d8c31e8d66780a,f9659da9-d891-463e-9084-125f28f31a31
DR-4633-AR,4633,AR,DR,2021-12-23T00:00:00.000Z,2022,Tornado,SEVERE STORMS AND TORNADOES,True,False,False,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,05,111,99111,Poinsett (County),21128,2022-02-22T00:00:00.000Z,2023-05-22T03:41:22.800Z,193b49884b73b73879f74329ba9dc0ba21c68081,bac55f91-eeb5-4bc2-9c0e-12660c80cb77
DR-4633-AR,4633,AR,DR,2021-12-23T00:00:00.000Z,2022,Tornado,SEVERE STORMS AND TORNADOES,True,False,False,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,05,147,99147,Woodruff (County),21128,2022-02-22T00:00:00.000Z,2023-05-22T03:41:22.800Z,00e5dc221ae426f58f35940d781ae57520fe889b,c31b7c3d-b24e-4f5e-8c7a-f26d8474f0bc
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",False,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,027,99027,Breckinridge (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,26fb3442a5845ed8f399cafa8f843093079f917d,cf1b86fd-23f4-4f9b-baa1-2ae3f3683621
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",False,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,029,99029,Bullitt (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,15bf1248a67c0685298008fe18f6b14401e3f7da,ac61c83d-1ad0-4134-b4b6-c586737ef59f
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",False,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,085,99085,Grayson (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,85cc9baed875206f07c60f9650a3b95b1aca7d2a,cf3d5ea3-bebb-453e-b444-4737ba59216a
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",False,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,163,99163,Meade (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,3b71d7c95c03eeaa4d9be3c607d0c44917031f79,9e985c8f-8bd1-4915-9ca7-f7d0440592ab
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",False,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,211,99211,Shelby (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,33bcd5ac6a8a9992d0dcabe109071d384056e7ca,770fe622-3f0b-424d-8f31-a088299f545e
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",False,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,215,99215,Spencer (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,5a74cf2202773e9136f34c9298de3e94cb19c015,2bdc23b9-3c88-423e-8289-aa7ab67ac397
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",False,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,219,99219,Todd (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,865462de94887839834e1c7b6985ba7a4f21b290,1e2eb93d-aa80-4c15-84e2-528aed48b551
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,009,99009,Barren (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,ac6e20a26fc0ed9055215f297f7a997cb99f9b89,9655ec65-4453-4069-95f6-fa8f1e12e125
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,033,99033,Caldwell (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,3bca6c19cd15e103c1ff764baef012a7b5dc1c74,b5eb44fb-03b9-4ce2-866f-2370cc1b705b
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,047,99047,Christian (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,f2941d677a18eff88185d231e910fbe61bab6c19,54538f0c-256e-4964-957e-939b5fed7088
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,075,99075,Fulton (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,1b25915d27d3470e7f443561ab2466ed8c0c94a8,91d97582-e7a5-41de-907c-9998eca422e0
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,083,99083,Graves (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,b9c12430de647c014783052210e7553c6692d97f,8139ec18-8a06-4858-9dde-6ca284a9d03e
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,099,99099,Hart (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,57cdc151dda3237eff4cf8c47fa0ec31fa9b2b5d,88a71d3b-25e3-44fa-bf98-2b44f73f0ac2
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,105,99105,Hickman (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,b05e8c597a4df57a6258939ac3bf483c9a14ecec,bfc4146f-cfed-46a7-9160-a0b80d04af7e
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,107,99107,Hopkins (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,efd521a06183de73a93d4fc864ae585918660abb,2ee9a490-a8a2-45a9-938c-761001af3e7b
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,141,99141,Logan (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,7b8f92f58848f8c825d18d4814587abd990026d2,e94da6a8-8c30-4ffa-ba23-349817598ca2
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,143,99143,Lyon (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,0022c1992af273a2903f0f19baa1fa203c342f8a,2d0fb9ea-b475-4a4d-af66-09f733a60b7a
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,155,99155,Marion (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,648863582a8ae4810b47950bb7aef455ef32e005,c93b1228-6d03-4e05-8123-b425a8e591e0
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,157,99157,Marshall (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,8a359b15a5c92267c044431ae38a2fcd9a66bf24,d5bfee7f-427d-4105-ad5b-79c31a47b162
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,177,99177,Muhlenberg (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,ec0e83bdf37a39c2a1fe232069731217fd60406b,de9183b6-fd62-4f62-9f47-fb82de634cdb
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,183,99183,Ohio (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,fc4a9adf585514b019c04766a0a8d795847e476c,1499a47d-6810-4147-98e0-a8271d25e8eb
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,217,99217,Taylor (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,a6474fda0bc4cf2cc1e94e660429b3dab2bfd49c,99c28ac0-4806-4e87-a83b-ade62ad9fe09
DR-4630-KY,4630,KY,DR,2021-12-12T00:00:00.000Z,2022,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",True,False,True,True,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,,False,21,227,99227,Warren (County),21122,2022-03-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,9a0c1b60b1e3e484e71edc2ca491c0054692fde8,15957cdd-2ce1-404a-907e-2e96c63d6ddc
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,013,99013,Campbell (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,a5fd74a0df72007b6717687289c85eb0393bbcbe,31848a45-bb1d-4f82-a316-508ede6b5b89
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,015,99015,Cannon (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,e9c69d54a1abc203af70afed814337514a28e071,4544e01e-76a3-4ee1-91a5-e5cd4d400724
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,021,99021,Cheatham (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,6c17d2e3249711797241eed7fca92509d536c5a7,35224b1f-561d-464d-9df5-2b985d202f51
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,025,99025,Claiborne (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,4371ae73304eaf1c43c369bec5b770c18eb5464c,a05a1055-4852-40f8-b2d9-9d448e615c55
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,027,99027,Clay (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,f226638ba53eb68f6b31c7e810514bd2a138d10f,e70d7811-b290-44ac-8db5-58e6fbd593d7
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,039,99039,Decatur (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,6d8bb6f710e11293be4b835059e9a190071bacde,38656c07-86ef-4a3a-a120-d328ad5d593b
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,049,99049,Fentress (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,1fb1038241c4de1c55db52e73bec3bf9d499538b,6d7ec4f1-925b-445b-98e2-1434a7e26a9d
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,057,99057,Grainger (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,eb7b9c49966cc8dba6977ab4dd43305afdb559c6,a05b3df1-9a7b-458f-851e-1609032859dd
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,069,99069,Hardeman (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,29c1efc76de9d7def653600e18430031739e1035,25c540d7-4ce9-4bb5-8534-86603f2ef60b
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,077,99077,Henderson (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,69867ba6bdc890b6ec9ee640a55a1fd64e7cccdd,69e02d7e-b583-4265-97e8-18b34dfd9c60
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,081,99081,Hickman (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,189a82eca3c75ffb70ce0e8ec7f1985a6909b074,adea45a1-b06e-4e29-b717-ce0b2c9dafff
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,087,99087,Jackson (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,16b72aafd57a7b06f63b902500ce3dcd3c4140c4,28b378e6-3a97-4903-af35-c002c144dc7b
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,109,99109,McNairy (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,36529c196f11f14c1131e91a29fc9ffd275ba030,6b6bc945-cc71-46c5-b230-8f2670d11a7c
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,113,99113,Madison (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,8f69a9268b6f848552abbf3fd29820230134e456,45d171c6-c60d-4439-a1a0-2403b6e3bc3f
DR-4601-TN,4601,TN,DR,2021-05-08T00:00:00.000Z,2021,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",False,False,True,True,2021-03-25T00:00:00.000Z,2021-04-03T00:00:00.000Z,,False,47,115,99115,Marion (County),21036,2021-07-07T00:00:00.000Z,2023-05-22T03:41:22.800Z,930d7664392c4fef24426408b15206d932b6ab76,214d2e9f-8023-4634-9460-bc2a2706f30c
